sno,category,Jira,case_Type,def_vals,Raw_Acceptance_Criteria,Acceptance_Criteria
954,Best BII,1018,,,"AC14 - Check BP_BestAddrLocID is -99998, BP_BestAddrSt = BP_BestAddrCity =BP_BestAddrCityPost =BP_BestAddrState = BP_BestAddrZip = BP_BestAddrSecRng = -99998","( BP_BestAddrLocID <> -99998  ) or ( BP_BestAddrLocID == -99998  and  """""" BP_BestAddrSt """""".strip() == """""" BP_BestAddrCity """""".strip() == """""" BP_BestAddrCityPost """""".strip() == ' BP_BestAddrState '.strip() == ' BP_BestAddrZip '.strip()  == '-99998' )"
955,Business Uniform Commercial Code,1020,,,"AC05 - Check that when B_LexIDLegal = -99999, all fields are -99999(except for G_BuildUCCDt)",( B_LexIDLegal <> -99999  ) or ( B_LexIDLegal == -99999 and BE_UCCCntEv == BE_UCCDebtorCntEv == BE_UCCDebtorOldDtEv == BE_UCCDebtorOldMsncEv == BE_UCCDebtorNewDtEv == BE_UCCDebtorNewMsncEv == -99999 )
956,Business Uniform Commercial Code,1020,,,"AC06 - Check when B_LexIDLegalSeenFlag is 0, all fields are -99999(except for G_BuildUCCDt)",( B_LexIDLegalSeenFlag <> 0  ) or ( B_LexIDLegalSeenFlag == 0 and BE_UCCCntEv == BE_UCCDebtorCntEv == BE_UCCDebtorOldDtEv == BE_UCCDebtorOldMsncEv == BE_UCCDebtorNewDtEv == BE_UCCDebtorNewMsncEv == -99999 )
957,Business Uniform Commercial Code,1020,,,AC08 - Check that -99998 is not returned for BE_UCCCntEv,BE_UCCCntEv not in [-99998]
958,Business Uniform Commercial Code,1020,,,AC09 - Check that -99997 is not returned for any fields,G_BuildUCCDt not in [-99997]
959,Business Uniform Commercial Code,1020,,,AC09 - Check that -99997 is not returned for any fields,BE_UCCCntEv not in [-99997]
960,Business Uniform Commercial Code,1020,,,AC09 - Check that -99997 is not returned for any fields,BE_UCCDebtorCntEv not in [-99997]
961,Business Uniform Commercial Code,1020,,,AC09 - Check that -99997 is not returned for any fields,BE_UCCDebtorOldDtEv not in [-99997]
962,Business Uniform Commercial Code,1020,,,AC09 - Check that -99997 is not returned for any fields,BE_UCCDebtorOldMsncEv not in [-99997]
963,Business Uniform Commercial Code,1020,,,AC09 - Check that -99997 is not returned for any fields,BE_UCCDebtorNewDtEv not in [-99997]
964,Business Uniform Commercial Code,1020,,,AC09 - Check that -99997 is not returned for any fields,BE_UCCDebtorNewMsncEv not in [-99997]
965,Business Uniform Commercial Code,1020,,,"AC10 - Check that -99999, -99998, -99997 is not returned for G_BuildUCCDt","G_BuildUCCDt not in [-99999,-99998,-99997]"
966,Business Uniform Commercial Code,1020,,,"AC12 - Check when BE_UCCCntEv = 0, BE_UCCDebtorCntEv = -99998",( BE_UCCCntEv <> 0  ) or ( BE_UCCCntEv == 0 and BE_UCCDebtorCntEv == -99998 )
967,Business Uniform Commercial Code,1020,,,"AC13 - Check when BE_UCCDebtorCntEv = 0 or -99998 or -99997, BE_UCCDebtorOldDtEv = BE_UCCDebtorOldMsncEv = BE_UCCDebtorNewDtEv = BE_UCCDebtorNewMsncEv = -99998","( BE_UCCDebtorCntEv not in [0, -99998,-99997] ) or (  BE_UCCDebtorCntEv in [0,-99998,-99997] and BE_UCCDebtorOldDtEv == BE_UCCDebtorOldMsncEv == BE_UCCDebtorNewDtEv == BE_UCCDebtorNewMsncEv == -99998 )"
968,Business Uniform Commercial Code,1020,,,"AC14 - Check BE_UCCDebtorCntEv <= BE_UCCCntEv(except for -99999, -99998)","( BE_UCCDebtorCntEv in [-99998,-99997] or  BE_UCCCntEv in [-99998,-99997] ) or ( BE_UCCDebtorCntEv not in [-99998,-99997] and  BE_UCCCntEv not in [-99998,-99997] and BE_UCCDebtorCntEv <= BE_UCCCntEv )"
969,Business Uniform Commercial Code,1020,,,"AC15 - Check when BE_UCCDebtorOldDtEv = -99997, BE_UCCDebtorOldMsncEv = -99997",( BE_UCCDebtorOldDtEv <> -99997  ) or ( BE_UCCDebtorOldDtEv == -99997 and BE_UCCDebtorOldMsncEv == -99997 )
970,Business Uniform Commercial Code,1020,custom,"-99999,-99998,-99997,960","AC16 - Check # of months between [MIN(B_InpClnArchDt, G_BuildUCCDt), BE_UCCDebtorOldDtEv]= BE_UCCDebtorOldMsncEv(except for -99999, -99998, -99997, 960)",B_InpClnArchDt G_BuildUCCDt BE_UCCDebtorOldDtEv BE_UCCDebtorOldMsncEv
971,Business Uniform Commercial Code,1020,,,"AC17 - Check when BE_UCCDebtorNewDtEv = -99997, BE_UCCDebtorNewMsncEv = -99997",( BE_UCCDebtorNewDtEv <> -99997  ) or ( BE_UCCDebtorNewDtEv == -99997 and BE_UCCDebtorNewMsncEv == -99997 )
972,Business Uniform Commercial Code,1020,custom,"-99999,-99998,-99997,960","AC18 - Check # of months between [MIN(B_InpClnArchDt, G_BuildUCCDt), BE_UCCDebtorNewDtEv]= BE_UCCDebtorNewMsncEv(except for -99999, -99998, -99997, 960)",B_InpClnArchDt G_BuildUCCDt BE_UCCDebtorNewDtEv BE_UCCDebtorNewMsncEv
973,Business Uniform Commercial Code,1020,,,"AC19 - Check BE_UCCDebtorOldDtEv <= BE_UCCDebtorNewDtEv (except for -99999, -99998, -99997)","( BE_UCCDebtorOldDtEv in [-99999, -99998,-99997] or  BE_UCCDebtorNewDtEv in [-99999, -99998,-99997] ) or ( BE_UCCDebtorOldDtEv not in [-99999, -99998,-99997] and  BE_UCCDebtorNewDtEv not in [-99999, -99998,-99997] and BE_UCCDebtorOldDtEv <= BE_UCCDebtorNewDtEv )"
974,Business Uniform Commercial Code,1020,,,"AC20 - Check BE_UCCDebtorOldMsncEv >= BE_UCCDebtorNewMsncEv (except for -99999, -99998, -99997","( BE_UCCDebtorOldMsncEv in [-99999, -99998,-99997] or  BE_UCCDebtorNewMsncEv in [-99999, -99998,-99997] ) or ( BE_UCCDebtorOldMsncEv not in [-99999, -99998,-99997] and  BE_UCCDebtorNewMsncEv not in [-99999, -99998,-99997] and BE_UCCDebtorOldMsncEv >= BE_UCCDebtorNewMsncEv )"
975,Business Uniform Commercial Code,1021,,,"AC05 - Check that when B_LexIDLegal = -99999, all fields are -99999",( B_LexIDLegal <> -99999  ) or ( B_LexIDLegal == -99999 and BE_UCCActvCnt == BE_UCCDebtorActvCnt == BE_UCCDebtorTermCntEv == BE_UCCDebtorOtherCntEv == BE_UCCDebtorActvPct == BE_UCCDebtorTermPctEv == BE_UCCDebtorOtherPctEv == BE_UCCDebtorTermNewDtEv == BE_UCCDebtorTermNewMsncEv == -99999 )
976,Business Uniform Commercial Code,1021,,,"AC06 - Check when B_LexIDLegalSeenFlag is 0, all fields are -99999",( B_LexIDLegalSeenFlag <> 0  ) or ( B_LexIDLegalSeenFlag == 0 and BE_UCCActvCnt == BE_UCCDebtorActvCnt == BE_UCCDebtorTermCntEv == BE_UCCDebtorOtherCntEv == BE_UCCDebtorActvPct == BE_UCCDebtorTermPctEv == BE_UCCDebtorOtherPctEv == BE_UCCDebtorTermNewDtEv == BE_UCCDebtorTermNewMsncEv == -99999 )
977,Business Uniform Commercial Code,1021,,,"AC08 - Check that -99997 is not returned for BE_UCCActvCnt, BE_UCCDebtorActvCnt, BE_UCCDebtorTermCntEv,BE_UCCDebtorOtherCntEv, BE_UCCDebtorActvPct, BE_UCCDebtorTermPctEv, BE_UCCDebtorOtherPctEv",BE_UCCActvCnt not in [-99997]
978,Business Uniform Commercial Code,1021,,,"AC08 - Check that -99997 is not returned for BE_UCCActvCnt, BE_UCCDebtorActvCnt, BE_UCCDebtorTermCntEv,BE_UCCDebtorOtherCntEv, BE_UCCDebtorActvPct, BE_UCCDebtorTermPctEv, BE_UCCDebtorOtherPctEv",BE_UCCDebtorActvCnt not in [-99997]
979,Business Uniform Commercial Code,1021,,,"AC08 - Check that -99997 is not returned for BE_UCCActvCnt, BE_UCCDebtorActvCnt, BE_UCCDebtorTermCntEv,BE_UCCDebtorOtherCntEv, BE_UCCDebtorActvPct, BE_UCCDebtorTermPctEv, BE_UCCDebtorOtherPctEv",BE_UCCDebtorTermCntEv not in [-99997]
980,Business Uniform Commercial Code,1021,,,"AC08 - Check that -99997 is not returned for BE_UCCActvCnt, BE_UCCDebtorActvCnt, BE_UCCDebtorTermCntEv,BE_UCCDebtorOtherCntEv, BE_UCCDebtorActvPct, BE_UCCDebtorTermPctEv, BE_UCCDebtorOtherPctEv",BE_UCCDebtorOtherCntEv not in [-99997]
981,Business Uniform Commercial Code,1021,,,"AC08 - Check that -99997 is not returned for BE_UCCActvCnt, BE_UCCDebtorActvCnt, BE_UCCDebtorTermCntEv,BE_UCCDebtorOtherCntEv, BE_UCCDebtorActvPct, BE_UCCDebtorTermPctEv, BE_UCCDebtorOtherPctEv",BE_UCCDebtorActvPct not in [-99997]
982,Business Uniform Commercial Code,1021,,,"AC08 - Check that -99997 is not returned for BE_UCCActvCnt, BE_UCCDebtorActvCnt, BE_UCCDebtorTermCntEv,BE_UCCDebtorOtherCntEv, BE_UCCDebtorActvPct, BE_UCCDebtorTermPctEv, BE_UCCDebtorOtherPctEv",BE_UCCDebtorTermPctEv not in [-99997]
983,Business Uniform Commercial Code,1021,,,"AC08 - Check that -99997 is not returned for BE_UCCActvCnt, BE_UCCDebtorActvCnt, BE_UCCDebtorTermCntEv,BE_UCCDebtorOtherCntEv, BE_UCCDebtorActvPct, BE_UCCDebtorTermPctEv, BE_UCCDebtorOtherPctEv",BE_UCCDebtorOtherPctEv not in [-99997]
984,Business Uniform Commercial Code,1021,,,"AC09 - Check when BE_UCCCntEv = 0, BE_UCCActvCnt = -99998",( BE_UCCCntEv <> 0  ) or ( BE_UCCCntEv == 0 and BE_UCCActvCnt == -99998 )
985,Business Uniform Commercial Code,1021,,,"AC10 - Check when BE_UCCDebtorCntEv = 0, -99998, -99997, BE_UCCDebtorActvCnt = BE_UCCDebtorTermCntEv = BE_UCCDebtorOtherCntEv = BE_UCCDebtorActvPct =BE_UCCDebtorTermPctEv = BE_UCCDebtorOtherPctEv = -99998","( BE_UCCDebtorCntEv not in [0, -99998,-99997] ) or ( BE_UCCDebtorCntEv in [0,-99998,-99997] and BE_UCCDebtorActvCnt == BE_UCCDebtorTermCntEv == BE_UCCDebtorOtherCntEv == BE_UCCDebtorActvPct == BE_UCCDebtorTermPctEv == BE_UCCDebtorOtherPctEv == -99998 )"
986,Business Uniform Commercial Code,1021,,,"AC11 - Check when BE_UCCDebtorTermCntEv = 0 or -99998, BE_UCCDebtorTermNewDtEv = BE_UCCDebtorTermNewMsncEv = -99998","( BE_UCCDebtorTermCntEv not in [0, -99998] ) or ( BE_UCCDebtorTermCntEv in [0,-99998] and BE_UCCDebtorTermNewDtEv == BE_UCCDebtorTermNewMsncEv == -99998 )"
987,Business Uniform Commercial Code,1021,,,"AC12 - Check when BE_UCCDebtorTermNewDtEv = -99997, BE_UCCDebtorTermNewMsncEv = -99997",( BE_UCCDebtorTermNewDtEv <> -99997 ) or ( BE_UCCDebtorTermNewDtEv == -99997 and BE_UCCDebtorTermNewMsncEv == -99997 )
988,Business Uniform Commercial Code,1021,,,"AC13 - Check BE_UCCActvCnt <= BE_UCCCntEv(except for -99999, -99998)","( BE_UCCActvCnt in [-99999,-99998] or  BE_UCCCntEv in [-99999,-99998] ) or ( BE_UCCActvCnt not in [-99999,-99998] and  BE_UCCCntEv not in [-99999,-99998] and BE_UCCActvCnt <= BE_UCCCntEv )"
989,Business Uniform Commercial Code,1021,,,"AC14 - Check BE_UCCDebtorActvCnt <= BE_UCCActvCnt(except for -99999, -99998)","( BE_UCCDebtorActvCnt in [-99999,-99998] or  BE_UCCActvCnt in [-99999,-99998] ) or ( BE_UCCDebtorActvCnt not in [-99999,-99998] and  BE_UCCActvCnt not in [-99999,-99998] and BE_UCCDebtorActvCnt <= BE_UCCActvCnt )"
990,Business Uniform Commercial Code,1021,,,"AC15 - Check BE_UCCDebtorActvCnt <= BE_UCCDebtorCntEv(except for -99999, -99998)","( BE_UCCDebtorActvCnt in [-99999,-99998] or  BE_UCCDebtorCntEv in [-99999,-99998] ) or ( BE_UCCDebtorActvCnt not in [-99999,-99998] and  BE_UCCDebtorCntEv not in [-99999,-99998] and BE_UCCDebtorActvCnt <= BE_UCCDebtorCntEv )"
991,Business Uniform Commercial Code,1021,,,"AC16 - Check BE_UCCDebtorTermCntEv <= BE_UCCDebtorCntEv(except for -99999, -99998)","( BE_UCCDebtorTermCntEv in [-99999,-99998] or  BE_UCCDebtorCntEv in [-99999,-99998] ) or ( BE_UCCDebtorTermCntEv not in [-99999,-99998] and  BE_UCCDebtorCntEv not in [-99999,-99998] and BE_UCCDebtorTermCntEv <= BE_UCCDebtorCntEv )"
992,Business Uniform Commercial Code,1021,,,"AC17 - Check BE_UCCDebtorOtherCntEv <= BE_UCCDebtorCntEv(except for -99999, -99998)","( BE_UCCDebtorOtherCntEv in [-99999,-99998] or  BE_UCCDebtorCntEv in [-99999,-99998] ) or ( BE_UCCDebtorOtherCntEv not in [-99999,-99998] and  BE_UCCDebtorCntEv not in [-99999,-99998] and BE_UCCDebtorOtherCntEv <= BE_UCCDebtorCntEv )"
993,Business Uniform Commercial Code,1021,,,"AC18 - Check BE_UCCDebtorActvCnt + BE_UCCDebtorTermCntEv + BE_UCCDebtorOtherCntEv = BE_UCCDebtorCntEv(except for -99999, -99998, or any of the 4 attributes are 99999)"," ( BE_UCCDebtorActvCnt in [-99999,-99998,99999] or  BE_UCCDebtorTermCntEv in [-99999,-99998,99999] or BE_UCCDebtorOtherCntEv in [-99999,-99998,99999] or  BE_UCCDebtorCntEv in [-99999,-99998,99999] ) or ( ( BE_UCCDebtorActvCnt not in [-99999,-99998,99999] or  BE_UCCDebtorTermCntEv not in [-99999,-99998,99999] or BE_UCCDebtorOtherCntEv not in [-99999,-99998,99999] or  BE_UCCDebtorCntEv not in [-99999,-99998,99999] )   and ( BE_UCCDebtorActvCnt + BE_UCCDebtorTermCntEv + BE_UCCDebtorOtherCntEv == BE_UCCDebtorCntEv ) ) "
994,Business Uniform Commercial Code,1021,,,"AC19 - Check BE_UCCDebtorActvCnt/BE_UCCDebtorCntEv = BE_UCCDebtorActvPct (except for -99999, -99998, or BE_UCCDebtorActvCnt is 99999 or BE_UCCDebtorCntEv is 99999)","( "" BE_UCCDebtorActvCnt  "".strip().lstrip('-').isdigit() and int("" BE_UCCDebtorActvCnt "") in [-99999,-99998,99999] or  "" BE_UCCDebtorCntEv  "".strip().lstrip('-').isdigit() and int("" BE_UCCDebtorCntEv "") in [-99999,-99998,99999] or ("" BE_UCCDebtorActvPct "".strip().lstrip('-').isdigit() and int( "" BE_UCCDebtorActvPct "" ) in [-99999,-99998]) or ('.' in "" BE_UCCDebtorActvPct "" and round(float("" BE_UCCDebtorActvPct "")) in [-99999,-99998]) ) or (( "" BE_UCCDebtorActvCnt  "".strip().lstrip('-').isdigit() and int("" BE_UCCDebtorActvCnt "") not in [-99999,-99998,99999] or  "" BE_UCCDebtorCntEv  "".strip().lstrip('-').isdigit() and int( "" BE_UCCDebtorCntEv "" ) not in [-99999,-99998,99999] or ("" BE_UCCDebtorActvPct "".strip().lstrip('-').isdigit() and int( "" BE_UCCDebtorActvPct "" ) not in [-99999,-99998]) or ('.' in "" BE_UCCDebtorActvPct "" and round(float("" BE_UCCDebtorActvPct "")) not in [-99999,-99998]) )   and ( round((int("" BE_UCCDebtorActvCnt "") / int("" BE_UCCDebtorCntEv ""))*(100),2) == float("" BE_UCCDebtorActvPct "") ) )"
995,Business Uniform Commercial Code,1021,,,"AC20 - Check 100(BE_UCCDebtorTermCntEv/BE_UCCDebtorCntEv) = BE_UCCDebtorTermPctEv (except for -99999, -99998, or BE_UCCDebtorTermCntEv is 99999 or BE_UCCDebtorCntEv is 99999)","( "" BE_UCCDebtorTermCntEv  "".strip().lstrip('-').isdigit() and int("" BE_UCCDebtorTermCntEv "") in [-99999,-99998,99999] or  "" BE_UCCDebtorCntEv  "".strip().lstrip('-').isdigit() and int("" BE_UCCDebtorCntEv "") in [-99999,-99998,99999] or ("" BE_UCCDebtorTermPctEv "".strip().lstrip('-').isdigit() and int( "" BE_UCCDebtorTermPctEv "" ) in [-99999,-99998]) or ('.' in "" BE_UCCDebtorTermPctEv "" and round(float("" BE_UCCDebtorTermPctEv "")) in [-99999,-99998]) ) or (( "" BE_UCCDebtorTermCntEv  "".strip().lstrip('-').isdigit() and int("" BE_UCCDebtorTermCntEv "") not in [-99999,-99998,99999] or  "" BE_UCCDebtorCntEv  "".strip().lstrip('-').isdigit() and int( "" BE_UCCDebtorCntEv "" ) not in [-99999,-99998,99999] or ("" BE_UCCDebtorTermPctEv "".strip().lstrip('-').isdigit() and int( "" BE_UCCDebtorTermPctEv "" ) not in [-99999,-99998]) or ('.' in "" BE_UCCDebtorTermPctEv "" and round(float("" BE_UCCDebtorTermPctEv "")) not in [-99999,-99998]) )   and ( round((int("" BE_UCCDebtorTermCntEv "") / int("" BE_UCCDebtorCntEv ""))*(100),2) == float("" BE_UCCDebtorTermPctEv "") ) )"
996,Business Uniform Commercial Code,1021,,,"AC21 - Check BE_UCCDebtorOtherCnt/BE_UCCDebtorCntEv = BE_UCCDebtorOtherPct (except for -99999, -99998, or BE_UCCDebtorOtherCnt is 99999 or BE_UCCDebtorCntEv is 99999)","( "" BE_UCCDebtorOtherCntEv  "".strip().lstrip('-').isdigit() and int("" BE_UCCDebtorOtherCntEv "") in [-99999,-99998,99999] or  "" BE_UCCDebtorCntEv  "".strip().lstrip('-').isdigit() and int("" BE_UCCDebtorCntEv "") in [-99999,-99998,99999] or ("" BE_UCCDebtorOtherPctEv "".strip().lstrip('-').isdigit() and int( "" BE_UCCDebtorOtherPctEv "" ) in [-99999,-99998]) or ('.' in "" BE_UCCDebtorOtherPctEv "" and round(float("" BE_UCCDebtorOtherPctEv "")) in [-99999,-99998]) ) or (( "" BE_UCCDebtorOtherCntEv  "".strip().lstrip('-').isdigit() and int("" BE_UCCDebtorOtherCntEv "") not in [-99999,-99998,99999] or  "" BE_UCCDebtorCntEv  "".strip().lstrip('-').isdigit() and int( "" BE_UCCDebtorCntEv "" ) not in [-99999,-99998,99999] or ("" BE_UCCDebtorOtherPctEv "".strip().lstrip('-').isdigit() and int( "" BE_UCCDebtorOtherPctEv "" ) not in [-99999,-99998]) or ('.' in "" BE_UCCDebtorOtherPctEv "" and round(float("" BE_UCCDebtorOtherPctEv "")) not in [-99999,-99998]) )   and ( round((int("" BE_UCCDebtorOtherCntEv "") / int("" BE_UCCDebtorCntEv ""))*(100),2) == float("" BE_UCCDebtorOtherPctEv "") ) )"
997,Business Uniform Commercial Code,1021,custom,"-99999,-99998,-99997,960","AC22 - Check # of months between [MIN(B_InpClnArchDt, G_BuildUCCDt), BE_UCCDebtorTermNewDtEv]= BE_UCCDebtorTermNewMsncEv(except for -99999, -99998, -99997, 960)",B_InpClnArchDt G_BuildUCCDt BE_UCCDebtorTermNewDtEv BE_UCCDebtorTermNewMsncEv
998,Business Uniform Commercial Code,1021,,,"AC23 - Check when BE_UCCDebtorTermNewDtEv = -99997, BE_UCCDebtorTermNewMsncEv = -99997",( BE_UCCDebtorTermNewDtEv <> -99997  ) or ( BE_UCCDebtorTermNewDtEv == -99997 and BE_UCCDebtorTermNewMsncEv == -99997 )
999,Business Uniform Commercial Code,1023,,,"AC05 - Check that when B_LexIDLegal = -99999, all fields are -99999",( B_LexIDLegal <> -99999  ) or ( B_LexIDLegal == -99999 and BE_UCCCreditorCntEv == BE_UCCRoleIndxEv == BE_UCCActvRoleIndx == -99999 )
1000,Business Uniform Commercial Code,1023,,,"AC06 - Check when B_LexIDLegalSeenFlag is 0, all fields are -99999",( B_LexIDLegalSeenFlag <> 0  ) or ( B_LexIDLegalSeenFlag == 0 and BE_UCCCreditorCntEv == BE_UCCRoleIndxEv == BE_UCCActvRoleIndx == -99999 )
1001,Business Uniform Commercial Code,1023,,,"AC08 - Check when BE_UCCCntEv = 0, BE_UCCCreditorCntEv = BE_UCCRoleIndxEv = -99998",( BE_UCCCntEv <> 0  ) or ( BE_UCCCntEv == 0 and BE_UCCCreditorCntEv == BE_UCCRoleIndxEv == -99998 )
1002,Business Uniform Commercial Code,1023,,,"AC09 - Check when BE_UCCCreditorCntEv = -99997, BE_UCCRoleIndxEv = BE_UCCActvRoleIndx = -99997",( BE_UCCCreditorCntEv <> -99997  ) or ( BE_UCCCreditorCntEv == -99997 and BE_UCCRoleIndxEv == BE_UCCActvRoleIndx == -99997 )
1003,Business Uniform Commercial Code,1023,,,"AC10 - Check when BE_UCCActvCnt = 0, -99998, BE_UCCActvRoleIndx = -99998","( BE_UCCActvCnt not in [0,-99998] or (  BE_UCCActvCnt in [0,-99998] and BE_UCCActvRoleIndx == -99998 ) )"
1004,Business Uniform Commercial Code,1023,,,"AC11 - BE_UCCRoleIndxEv can only have values 1, 2, 3(except for -99999, -99998, -99997)","BE_UCCRoleIndxEv in [-99999,-99998,-99997] or BE_UCCRoleIndxEv in [1,2,3]"
1005,Business Uniform Commercial Code,1023,,,"AC12 - BE_UCCActvRoleIndx can only have values 1, 2, 3(except for -99999, -99998, -99997)","BE_UCCActvRoleIndx in [-99999,-99998,-99997] or BE_UCCActvRoleIndx in [1,2,3]"
1006,Business Uniform Commercial Code,1023,,,"AC13 - BE_UCCCreditorCntEv + BE_UCCDebtorCntEv = BE_UCCCntEv(except for -99999, -99998, -99997 or any of the 3 attributes is 99999)","( BE_UCCCreditorCntEv in [-99999,-99998,-99997,99999] or  BE_UCCDebtorCntEv in [-99999,-99998,-99997,99999] or  BE_UCCCntEv in [-99999,-99998,-99997,99999] ) or ( BE_UCCCreditorCntEv not in [-99999,-99998,-99997,99999] and  BE_UCCDebtorCntEv not in [-99999,-99998,-99997,99999]  and  BE_UCCCntEv not in [-99999,-99998,-99997,99999] and BE_UCCCreditorCntEv + BE_UCCDebtorCntEv == BE_UCCCntEv )"
1007,Business Uniform Commercial Code,1023,,,"AC14 - Check BE_UCCCreditorCntEv <= BE_UCCCntEv(except for -99999, -99998, -99997)","( BE_UCCCreditorCntEv in [-99999,-99998,-99997] or  BE_UCCCntEv in [-99999,-99998,-99997] ) or ( BE_UCCCreditorCntEv not in [-99999,-99998,-99997] and  BE_UCCCntEv not in [-99999,-99998,-99997] and BE_UCCCreditorCntEv <= BE_UCCCntEv )"
1008,Business Uniform Commercial Code,1023,,,"AC15 - Check when BE_UCCCreditorCntEv > 0 and BE_UCCDebtorCntEv > 0, BE_UCCRoleIndxEv = 3",( BE_UCCCreditorCntEv <= 0 or BE_UCCDebtorCntEv <= 0 ) or ( BE_UCCCreditorCntEv > 0 and BE_UCCDebtorCntEv > 0 and BE_UCCRoleIndxEv == 3 )
1009,Business Uniform Commercial Code,1023,,,"AC16 - Check when BE_UCCCreditorCntEv > 0 and BE_UCCDebtorCntEv = 0, BE_UCCRoleIndxEv = 1",( BE_UCCCreditorCntEv <= 0 or BE_UCCDebtorCntEv <> 0  ) or ( BE_UCCCreditorCntEv > 0 and BE_UCCDebtorCntEv == 0 and BE_UCCRoleIndxEv == 1 )
1010,Business Uniform Commercial Code,1023,,,"AC17 - Check when BE_UCCCreditorCntEv = 0 and BE_UCCDebtorCntEv > 0, BE_UCCRoleIndxEv = 2",( BE_UCCCreditorCntEv <> 0 or BE_UCCDebtorCntEv <= 0  ) or ( BE_UCCCreditorCntEv == 0 and BE_UCCDebtorCntEv > 0 and BE_UCCRoleIndxEv == 2 )
1011,Business Uniform Commercial Code,1023,,,"AC18 - Check when BE_UCCActvRoleIndx = 1, BE_UCCRoleIndxEv is 1 or 3","( BE_UCCActvRoleIndx <> 1 ) or ( BE_UCCActvRoleIndx == 1 and BE_UCCRoleIndxEv in [1,3] )"
1012,Business Uniform Commercial Code,1023,,,"AC19 - Check when BE_UCCActvRoleIndx = 2, BE_UCCRoleIndxEv is 2 or 3","( BE_UCCActvRoleIndx <> 2 ) or ( BE_UCCActvRoleIndx == 2 and BE_UCCRoleIndxEv in [2,3] )"
1013,Business Uniform Commercial Code,1023,,,"AC20 - Check when BE_UCCActvRoleIndx = 3, BE_UCCRoleIndxEv is 3",( BE_UCCActvRoleIndx <> 3 ) or ( BE_UCCActvRoleIndx == 3 and BE_UCCRoleIndxEv in [3] )
1014,Validation,1043,,,"AC04: Check that when P_InpNameFirst = -99999 and P_InpNameMid = -99999 and P_InpNameLast = -99999, P_InpValNameBogusFlag is also -99999","( not "" P_InpNameFirst "".strip().lstrip('-').isdigit() or not "" P_InpNameMid "".strip().lstrip('-').isdigit() or not "" P_InpNameLast  "".strip().lstrip('-').isdigit() or "" P_InpValNameBogusFlag "" not in [-99999] ) or ( int("" P_InpNameFirst  "") == int ( "" P_InpNameMid "" )  == int ( "" P_InpNameLast "" ) == int ( "" P_InpValNameBogusFlag "" ) == -99999 )"
1015,Validation,1043,,,AC05: Check that when P_InpValNameBogusFlag  = 1 then P_InpClnNamePrfxFlag = P_InpClnNameFirstFlag = P_InpClnNameMidFlag = P_InpClnNameLastFlag = P_InpClnNameSffxFlag = 0 ,( P_InpValNameBogusFlag  <> 1  ) or ( P_InpValNameBogusFlag  == 1 and P_InpClnNamePrfxFlag == P_InpClnNameFirstFlag == P_InpClnNameMidFlag == P_InpClnNameLastFlag == P_InpClnNameSffxFlag == 0 )
1020,Business Judgments,2878,,,"AC05 - Check that when B_LexIDLegal = -99999, all fields are -99999 ",( B_LexIDLegal <> -99999  ) or ( B_LexIDLegal == -99999 and BE_DrgJudgCnt1Y == BE_DrgJudgCnt7Y == BE_DrgJudgAmtTot7Y == BE_DrgJudgAmtAvg7Y == BE_DrgJudgOldDt7Y == BE_DrgJudgOldMsnc7Y == BE_DrgJudgNewDt7Y == BE_DrgJudgNewMsnc7Y == -99999 )
1021,Business Judgments,2878,,,"AC06 - Check when B_LexIDLegalSeenFlag is 0, all fields are -99999",( B_LexIDLegalSeenFlag <> 0  ) or ( B_LexIDLegalSeenFlag == 0 and BE_DrgJudgCnt1Y == BE_DrgJudgCnt7Y == BE_DrgJudgAmtTot7Y == BE_DrgJudgAmtAvg7Y == BE_DrgJudgOldDt7Y == BE_DrgJudgOldMsnc7Y == BE_DrgJudgNewDt7Y == BE_DrgJudgNewMsnc7Y == -99999 )
1022,Business Judgments,2878,,,"AC08 - Check that -99997 is not populated for BE_DrgJudgCnt1Y,  BE_DrgJudgCnt7Y",BE_DrgJudgCnt1Y not in [-99997]
1023,Business Judgments,2878,,,"AC08 - Check that -99997 is not populated for BE_DrgJudgCnt1Y,  BE_DrgJudgCnt7Y",BE_DrgJudgCnt7Y not in [-99997]
1024,Business Judgments,2878,,,"AC09 - Check that when BE_DrgJudgCnt7Y= 0, BE_DrgJudgAmtTot7Y, BE_DrgJudgAmtAvg7Y, BE_DrgJudgNewDt7Y, BE_DrgJudgOldDt7Y, BE_DrgJudgNewMsnc7Y, BE_DrgJudgOldMsnc7Y= -99998",( BE_DrgJudgCnt7Y <> 0 ) or ( BE_DrgJudgCnt7Y == 0 and BE_DrgJudgAmtTot7Y == BE_DrgJudgAmtAvg7Y == BE_DrgJudgNewDt7Y == BE_DrgJudgOldDt7Y == BE_DrgJudgNewMsnc7Y == BE_DrgJudgOldMsnc7Y == -99998 )
1025,Business Judgments,2878,,,"AC10 - Check when BE_DrgJudgAmtTot7Y= -99997, BE_DrgJudgAmtAvg7Y= -99997",( BE_DrgJudgAmtTot7Y <> -99997 ) or ( BE_DrgJudgAmtTot7Y == -99997 and BE_DrgJudgAmtAvg7Y == -99997 )
